name,type,zone,layer,x,y,z,r,wayPointName,conditionSpawn,version,country,clusterNum
0c_bat_29_an,npc,lf2,0,403.65,220.86,285.00,67.13,,0,0,-1,1
0c_gargoyle_28_an,npc,lf2,0,163.69,191.60,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,87.88,290.14,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_2,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,193.97,230.75,278.00,4.58,lf2_LF2_C3_MobPath_0C_Gargoyle_28_3,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,178.13,281.32,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_4,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,85.03,225.32,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_5,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,100.09,312.70,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_6,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,93.98,201.74,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_7,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,177.39,208.24,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_8,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,147.63,302.90,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_9,0,0,-1
0c_gargoyle_28_an,npc,lf2,0,65.58,259.78,278.00,4.58,lf2_LF2_C3_MobPath_N_0C_Gargoyle_28_10,0,0,-1
0c_succubus_29_an,npc,lf2,0,214.71,139.48,159.00,2.91,lf2_NPCPathLF2_C3_5C2,0,0,-1
0c_succubus_29_an,npc,lf2,0,127.88,255.14,278.00,46.41,,0,0,-1,1
0c_vivre_28_an,npc,lf2,0,398.96,221.46,282.79,57.46,,0,0,-1,1
1c_bat_29_ae,npc,lf2,0,225.33,197.36,264.00,4.47,lf2_LF2_C3_MobPath_G_1C_ElementalAir2Path_29,0,0,-1
1c_bat_29_ae,npc,lf2,0,223.23,168.11,265.00,24.85,,0,0,-1,1
1c_driton_29_ae,npc,lf2,0,227.88,243.43,266.20,21.42,,0,0,-1,1
1c_elementalair2_29_ae,npc,lf2,0,262.45,208.90,261.42,58.71,,0,0,-1,1
1c_elementalair2path_29_ae,npc,lf2,0,302.92,193.06,261.00,4.47,lf2_NPCPathLF2_C3_Mob5,0,0,-1
1c_gargoyle_29_ae,npc,lf2,0,288.00,251.38,253.63,24.33,,0,0,-1,1
1c_succubus_28_ae,npc,lf2,0,287.38,165.93,250.00,21.58,,0,0,-1,1
1c_succubus_29_ae,npc,lf2,0,267.53,148.51,248.00,7.37,,0,0,-1,1
1c_vivre_28_ae,npc,lf2,0,225.33,197.36,264.00,4.47,lf2_LF2_C3_MobPath_G_1C_ElementalAir2Path_29,0,0,-1
1c_vivre_28_ae,npc,lf2,0,225.33,197.36,264.00,4.47,lf2_LF2_C3_MobPath_G_1C_ElementalAir2Path_29,0,0,-1
1c_vivre_28_ae,npc,lf2,0,224.62,170.34,265.00,32.83,,0,0,-1,1
2c_bat_29_ae,npc,lf2,0,142.37,307.92,220.00,10.13,,0,0,-1,2
2c_bat_29_ae,npc,lf2,0,125.05,216.57,226.00,10.98,,0,0,-1,2
2c_bat_30_ae,npc,lf2,0,129.53,270.87,226.56,60.07,,0,0,-1,1
2c_batpath_30_ae,npc,lf2,0,101.86,252.74,227.33,29.93,,0,0,-1,1
2c_vivre_29_ae,npc,lf2,0,133.39,262.31,225.17,57.47,,0,0,-1,1
2c_vivre_30_ae,npc,lf2,0,88.31,294.54,226.00,11.45,lf2_NPCPathLF2_Mob1,0,0,-1
2c_vivre_30_ae,npc,lf2,0,130.04,247.34,224.76,53.24,,0,0,-1,1
2c_vivrepath_29_ae,npc,lf2,0,131.51,288.87,223.00,4.69,lf2_LF2_C3_MobPath_G_2C_VivrePath_29_5,0,0,-1
2c_vivrepath_29_ae,npc,lf2,0,148.71,248.12,226.00,4.69,lf2_LF2_C3_MobPath_G_2C_VivrePath_29_6,0,0,-1
2c_vivrepath_29_ae,npc,lf2,0,170.71,283.05,220.00,10.55,,0,0,-1,1
3c_driton_29_ae,npc,lf2,0,394.62,244.60,213.79,55.43,,0,0,-1,1
3c_driton_30_ae,npc,lf2,0,381.99,224.31,213.00,3.65,lf2_LF2_C3_MobPath_G_3C_Driton_30,0,0,-1
3c_driton_30_ae,npc,lf2,0,381.99,224.31,213.00,3.65,lf2_LF2_C3_MobPath_G_3C_Driton_30,0,0,-1
3c_driton_30_ae,npc,lf2,0,406.75,199.17,213.00,5.65,,0,0,-1,1
3c_dritonhard_30_ae,npc,lf2,0,393.95,243.50,214.68,59.14,,0,0,-1,1
3c_dritonpath_30_ae,npc,lf2,0,356.07,240.28,213.00,6.81,lf2_LF2_C3_MobPath_G_3C_DritonPath_30_2,0,0,-1
3c_flyingeye_29_ae,npc,lf2,0,411.72,288.80,214.00,3.86,lf2_NPCPathLF2_C3_3C3,0,0,-1
3c_flyingeye_29_ae,npc,lf2,0,381.55,262.49,213.00,3.42,lf2_NPCPathLF2_C3_3C1,0,0,-1
3c_flyingeye_29_ae,npc,lf2,0,363.78,264.98,213.00,1.71,lf2_LF2_C3_MobPath_3C_FlyingEye_29_4,0,0,-1
3c_flyingeye_29_ae,npc,lf2,0,389.63,218.99,213.50,30.63,,0,0,-1,1
4breward_named_001,npc,idtiamat_reward,0,657.30,528.87,172.74,2.48,,0,0,-1,1
4breward_named_002,npc,idtiamat_reward,0,359.08,527.73,176.06,2.48,,0,0,-1,1
4breward_named_key_l,npc,idtiamat_reward,0,510.82,366.37,162.82,2.48,,0,0,-1,1
4breward_named_key_r,npc,idtiamat_reward,0,510.82,366.37,162.82,2.48,,0,0,-1,1
4c_gargoyle_30_ae,npc,lf2,0,316.00,325.17,158.00,5.81,lf2_NPCPathLF2_C3_4C1,0,0,-1
4c_gargoyle_30_ae,npc,lf2,0,297.13,365.01,161.00,51.56,,0,0,-1,1
4c_gargoyle_31_ae,npc,lf2,0,231.15,322.48,155.00,5.81,lf2_NPCPathLF2_C3_4C2,0,0,-1
4c_gargoyle_31_ae,npc,lf2,0,264.73,403.71,165.60,52.08,,0,0,-1,1
4c_gargoylepathhard_31_ae,npc,lf2,0,281.92,365.69,162.00,5.09,lf2_LF2_C3_MobPath_N_4C_GargoylePathHard_31_3,0,0,-1
4c_gargoylepathhard_31_ae,npc,lf2,0,313.03,354.12,161.00,9.16,,0,0,-1,2
4c_gargoylepathhard_31_ae,npc,lf2,0,235.84,354.83,161.00,9.16,,0,0,-1,2
4c_sam_30_ae,npc,lf2,0,326.02,387.73,169.00,22.45,,0,0,-1,1
4c_sam_31_ae,npc,lf2,0,210.37,371.76,170.00,3.62,,0,0,-1,1
4c_samhard_31_ae,npc,lf2,0,273.14,303.71,155.00,5.84,,0,0,-1,1
5011_d_exchange_v30abyss_29,npc,ldf5a,0,1922.40,1935.74,335.28,0.83,,0,0,-1,1
5011_d_holy_recharger,npc,ldf5a,0,1929.34,1927.50,335.28,0.83,,0,0,-1,1
5011_d_l_apseller_good1,npc,ldf5a,0,1989.87,1977.09,335.28,0.83,,0,0,-1,1
5011_d_l_component,npc,ldf5a,0,1987.44,1979.79,335.28,0.83,,0,0,-1,1
5011_d_l_exchange,npc,ldf5a,0,1980.03,1988.70,335.28,0.83,,0,0,-1,1
5011_d_l_exchange_v30abyss_35,npc,ldf5a,0,2002.49,1983.32,335.70,0.83,,0,0,-1,1
5011_d_l_material_pve,npc,ldf5a,0,2005.41,1979.88,335.70,0.83,,0,4001316,-1,1
5011_d_l_material_pvp,npc,ldf5a,0,2007.27,1977.68,335.70,0.83,,0,4001316,-1,1
5011_d_l_mercenary,npc,ldf5a,0,1977.35,1991.53,335.28,0.83,,0,4001316,-1,1
5011_d_l_specialbuyer,npc,ldf5a,0,1981.82,1986.77,335.28,0.83,,0,0,-1,1
5011_d_l_warehouse,npc,ldf5a,0,2000.69,1985.41,335.70,0.83,,0,0,-1,1
